Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:53,05h 53m,499.0,21 Seats available,4.3,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:55,05h 55m,499.0,21 Seats available,4.4,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),22:35,03:35,05h 00m,1349.0,17 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
Chandigarh Transport Undertaking (CTU) - 165944,HVAC Seater (2+3),06:20,13:20,07h 00m,512.39,45 Seats available,4.5,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
FlixBus,A/C Seater (2+2),18:00,00:55,06h 55m,411.0,35 Seats available,5.0,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,599.0,37 Seats available,4.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,631.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:00,12h 00m,597.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,642.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,632.0,38 Seats available,4.0,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,,17:40,04:00,10h 20m,1086.0,,4.1,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
Travel Point,A/C Seater / Sleeper (2+2),21:00,09:51,12h 51m,1424.0,50 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,09:05,12h 35m,1459.0,31 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
